"Route","Yeartaken","Month","Day","Hour","Volume"
"N17",2016,"July","Mon",8,"1300"
"N17",2016,"July","Mon",9,"1079"
"N17",2016,"July","Mon",10,"1206"
"N17",2016,"July","Mon",11,"1274"
"N17",2016,"July","Mon",12,"1258"
"N17",2016,"July","Mon",13,"1417"
"N17",2016,"July","Mon",14,"1490"
"N17",2016,"July","Mon",15,"1593"
"N17",2016,"July","Mon",16,"1566"
"N17",2016,"July","Mon",17,"1664"
"N17",2016,"July","Mon",18,"1581"
"N17",2016,"July","Mon",19,"1217"
"N17",2016,"July","Mon",20,"859"
"N17",2016,"July","Mon",21,"815"
"N17",2016,"July","Mon",22,"614"
"N17",2016,"July","Mon",23,"412"
"N17",2016,"July","Tue",0,"204"
"N17",2016,"July","Tue",1,"115"
"N17",2016,"July","Tue",2,"84"
"N17",2016,"July","Tue",3,"66"
"N17",2016,"July","Tue",4,"92"
"N17",2016,"July","Tue",5,"317"
"N17",2016,"July","Tue",6,"1031"
"N17",2016,"July","Tue",7,"1430"
"N17",2016,"July","Tue",8,"1338"
"N17",2016,"July","Tue",9,"1210"
"N17",2016,"July","Tue",10,"1160"
"N17",2016,"July","Tue",11,"1284"
"N17",2016,"July","Tue",12,"1295"
"N17",2016,"July","Tue",13,"1393"
"N17",2016,"July","Tue",14,"1381"
"N17",2016,"July","Tue",15,"1568"
"N17",2016,"July","Tue",16,"1600"
"N17",2016,"July","Tue",17,"1742"
"N17",2016,"July","Tue",18,"1505"
"N17",2016,"July","Tue",19,"1202"
"N17",2016,"July","Tue",20,"903"
"N17",2016,"July","Tue",21,"913"
"N17",2016,"July","Tue",22,"634"
"N17",2016,"July","Tue",23,"475"
"N17",2016,"July","Wed",0,"211"
"N17",2016,"July","Wed",1,"107"
"N17",2016,"July","Wed",2,"99"
"N17",2016,"July","Wed",3,"66"
"N17",2016,"July","Wed",4,"87"
"N17",2016,"July","Wed",5,"309"
"N17",2016,"July","Wed",6,"995"
"N17",2016,"July","Wed",7,"1447"
"N17",2016,"July","Wed",8,"1361"
"N17",2016,"July","Wed",9,"1191"
"N17",2016,"July","Wed",10,"1290"
"N17",2016,"July","Wed",11,"1304"
"N17",2016,"July","Wed",12,"1333"
"N17",2016,"July","Wed",13,"1423"
"N17",2016,"July","Wed",14,"1499"
"N17",2016,"July","Wed",15,"1576"
"N17",2016,"July","Wed",16,"1601"
"N17",2016,"July","Wed",17,"1713"
"N17",2016,"July","Wed",18,"1761"
"N17",2016,"July","Wed",19,"1466"
"N17",2016,"July","Wed",20,"1062"
"N17",2016,"July","Wed",21,"835"
"N17",2016,"July","Wed",22,"665"
"N17",2016,"July","Wed",23,"441"
"N17",2016,"July","Thu",0,"221"
"N17",2016,"July","Thu",1,"135"
"N17",2016,"July","Thu",2,"116"
"N17",2016,"July","Thu",3,"82"
"N17",2016,"July","Thu",4,"90"
"N17",2016,"July","Thu",5,"296"
"N17",2016,"July","Thu",6,"1008"
"N17",2016,"July","Thu",7,"1325"
"N17",2016,"July","Thu",8,"1310"
"N17",2016,"July","Thu",9,"1163"
"N17",2016,"July","Thu",10,"1227"
"N17",2016,"July","Thu",11,"1312"
"N17",2016,"July","Thu",12,"1302"
"N17",2016,"July","Thu",13,"1469"
"N17",2016,"July","Thu",14,"1488"
"N17",2016,"July","Thu",15,"1543"
"N17",2016,"July","Thu",16,"1615"
"N17",2016,"July","Thu",17,"1705"
"N17",2016,"July","Thu",18,"1676"
"N17",2016,"July","Thu",19,"1368"
"N17",2016,"July","Thu",20,"1170"
"N17",2016,"July","Thu",21,"888"
"N17",2016,"July","Thu",22,"662"
"N17",2016,"July","Thu",23,"483"
"N17",2016,"July","Fri",0,"296"
"N17",2016,"July","Fri",1,"182"
"N17",2016,"July","Fri",2,"117"
"N17",2016,"July","Fri",3,"99"
"N17",2016,"July","Fri",4,"97"
"N17",2016,"July","Fri",5,"326"
"N17",2016,"July","Fri",6,"965"
"N17",2016,"July","Fri",7,"1358"
"N17",2016,"July","Fri",8,"1317"
"N17",2016,"July","Fri",9,"1178"
"N17",2016,"July","Fri",10,"1260"
"N17",2016,"July","Fri",11,"1416"
"N17",2016,"July","Fri",12,"1522"
"N17",2016,"July","Fri",13,"1630"
"N17",2016,"July","Fri",14,"1602"
"N17",2016,"July","Fri",15,"1612"
"N17",2016,"July","Fri",16,"1759"
"N17",2016,"July","Fri",17,"1695"
"N17",2016,"July","Fri",18,"1766"
"N17",2016,"July","Fri",19,"1694"
"N17",2016,"July","Fri",20,"1332"
"N17",2016,"July","Fri",21,"1024"
"N17",2016,"July","Fri",22,"758"
"N17",2016,"July","Fri",23,"492"
"N17",2016,"July","Sat",0,"271"
"N17",2016,"July","Sat",1,"202"
"N17",2016,"July","Sat",2,"141"
"N17",2016,"July","Sat",3,"123"
"N17",2016,"July","Sat",4,"93"
"N17",2016,"July","Sat",5,"161"
"N17",2016,"July","Sat",6,"328"
"N17",2016,"July","Sat",7,"529"
"N17",2016,"July","Sat",8,"898"
"N17",2016,"July","Sat",9,"1112"
"N17",2016,"July","Sat",10,"1362"
"N17",2016,"July","Sat",11,"1573"
"N17",2016,"July","Sat",12,"1543"
"N17",2016,"July","Sat",13,"1524"
"N17",2016,"July","Sat",14,"1552"
"N17",2016,"July","Sat",15,"1424"
"N17",2016,"July","Sat",16,"1527"
"N17",2016,"July","Sat",17,"1565"
"N17",2016,"July","Sat",18,"1437"
"N17",2016,"July","Sat",19,"1286"
"N17",2016,"July","Sat",20,"1081"
"N17",2016,"July","Sat",21,"781"
"N17",2016,"July","Sat",22,"595"
"N17",2016,"July","Sat",23,"406"
"N17",2016,"July","Sun",0,"266"
"N17",2016,"July","Sun",1,"272"
"N17",2016,"July","Sun",2,"238"
"N17",2016,"July","Sun",3,"175"
"N17",2016,"July","Sun",4,"119"
"N17",2016,"July","Sun",5,"116"
"N17",2016,"July","Sun",6,"191"
"N17",2016,"July","Sun",7,"260"
"N17",2016,"July","Sun",8,"423"
"N17",2016,"July","Sun",9,"616"
"N17",2016,"July","Sun",10,"889"
"N17",2016,"July","Sun",11,"1181"
"N17",2016,"July","Sun",12,"1354"
"N17",2016,"July","Sun",13,"1492"
"N17",2016,"July","Sun",14,"1479"
"N17",2016,"July","Sun",15,"1537"
"N17",2016,"July","Sun",16,"1334"
"N17",2016,"July","Sun",17,"1258"
"N17",2016,"July","Sun",18,"1573"
"N17",2016,"July","Sun",19,"1290"
"N17",2016,"July","Sun",20,"1191"
"N17",2016,"July","Sun",21,"935"
"N17",2016,"July","Sun",22,"576"
"N17",2016,"July","Sun",23,"355"
"N17",2016,"July","Mon",0,"197"
"N17",2016,"July","Mon",1,"118"
"N17",2016,"July","Mon",2,"71"
"N17",2016,"July","Mon",3,"70"
"N17",2016,"July","Mon",4,"98"
"N17",2016,"July","Mon",5,"257"
"N17",2016,"July","Mon",6,"872"
"N17",2016,"July","Mon",7,"1339"
"N17",2016,"July","Mon",8,"1375"
"N17",2016,"July","Mon",9,"1087"
"N17",2016,"July","Mon",10,"1228"
"N17",2016,"July","Mon",11,"1366"
"N17",2016,"July","Mon",12,"1434"
"N17",2016,"July","Mon",13,"1402"
"N17",2016,"July","Mon",14,"1461"
"N17",2016,"July","Mon",15,"1599"
"N17",2016,"July","Mon",16,"1455"
"N17",2016,"July","Mon",17,"1496"
"N17",2016,"July","Mon",18,"1559"
"N17",2016,"July","Mon",19,"1111"
"N17",2016,"July","Mon",20,"1005"
"N17",2016,"July","Mon",21,"959"
"N17",2016,"July","Mon",22,"649"
"N17",2016,"July","Mon",23,"375"
"N17",2016,"July","Tue",0,"245"
"N17",2016,"July","Tue",1,"149"
"N17",2016,"July","Tue",2,"112"
"N17",2016,"July","Tue",3,"108"
"N17",2016,"July","Tue",4,"109"
"N17",2016,"July","Tue",5,"278"
"N17",2016,"July","Tue",6,"813"
"N17",2016,"July","Tue",7,"1300"
"N17",2016,"July","Tue",8,"1318"
"N17",2016,"July","Tue",9,"1152"
"N17",2016,"July","Tue",10,"1191"
"N17",2016,"July","Tue",11,"1342"
"N17",2016,"July","Tue",12,"1375"
"N17",2016,"July","Tue",13,"1393"
"N17",2016,"July","Tue",14,"1405"
"N17",2016,"July","Tue",15,"1574"
"N17",2016,"July","Tue",16,"1444"
"N17",2016,"July","Tue",17,"1585"
"N17",2016,"July","Tue",18,"1476"
"N17",2016,"July","Tue",19,"1231"
"N17",2016,"July","Tue",20,"996"
"N17",2016,"July","Tue",21,"861"
"N17",2016,"July","Tue",22,"577"
"N17",2016,"July","Tue",23,"349"
"N17",2016,"July","Wed",0,"249"
"N17",2016,"July","Wed",1,"152"
"N17",2016,"July","Wed",2,"111"
"N17",2016,"July","Wed",3,"119"
"N17",2016,"July","Wed",4,"107"
"N17",2016,"July","Wed",5,"274"
"N17",2016,"July","Wed",6,"800"
"N17",2016,"July","Wed",7,"1263"
"N17",2016,"July","Wed",8,"1327"
"N17",2016,"July","Wed",9,"1142"
"N17",2016,"July","Wed",10,"1267"
"N17",2016,"July","Wed",11,"1493"
"N17",2016,"July","Wed",12,"1366"
"N17",2016,"July","Wed",13,"1506"
"N17",2016,"July","Wed",14,"1310"
"N17",2016,"July","Wed",15,"1371"
"N17",2016,"July","Wed",16,"1536"
"N17",2016,"July","Wed",17,"1674"
"N17",2016,"July","Wed",18,"1540"
"N17",2016,"July","Wed",19,"1394"
"N17",2016,"July","Wed",20,"1048"
"N17",2016,"July","Wed",21,"969"
"N17",2016,"July","Wed",22,"706"
"N17",2016,"July","Wed",23,"421"
"N17",2016,"July","Thu",0,"229"
"N17",2016,"July","Thu",1,"187"
"N17",2016,"July","Thu",2,"138"
"N17",2016,"July","Thu",3,"126"
"N17",2016,"July","Thu",4,"103"
"N17",2016,"July","Thu",5,"276"
"N17",2016,"July","Thu",6,"676"
"N17",2016,"July","Thu",7,"1156"
"N17",2016,"July","Thu",8,"1297"
"N17",2016,"July","Thu",9,"1102"
"N17",2016,"July","Thu",10,"1274"
"N17",2016,"July","Thu",11,"1437"
"N17",2016,"July","Thu",12,"1361"
"N17",2016,"July","Thu",13,"1246"
"N17",2016,"July","Thu",14,"1297"
"N17",2016,"July","Thu",15,"1304"
"N17",2016,"July","Thu",16,"1477"
"N17",2016,"July","Thu",17,"1648"
"N17",2016,"July","Thu",18,"1522"
"N17",2016,"July","Thu",19,"1428"
"N17",2016,"July","Thu",20,"1042"
"N17",2016,"July","Thu",21,"858"
"N17",2016,"July","Thu",22,"653"
"N17",2016,"July","Thu",23,"415"
"N17",2016,"July","Fri",0,"262"
"N17",2016,"July","Fri",1,"214"
"N17",2016,"July","Fri",2,"221"
"N17",2016,"July","Fri",3,"192"
"N17",2016,"July","Fri",4,"167"
"N17",2016,"July","Fri",5,"258"
"N17",2016,"July","Fri",6,"602"
"N17",2016,"July","Fri",7,"1110"
"N17",2016,"July","Fri",8,"1140"
"N17",2016,"July","Fri",9,"1154"
"N17",2016,"July","Fri",10,"1248"
"N17",2016,"July","Fri",11,"1412"
"N17",2016,"July","Fri",12,"1618"
"N17",2016,"July","Fri",13,"1673"
"N17",2016,"July","Fri",14,"1646"
"N17",2016,"July","Fri",15,"1723"
"N17",2016,"July","Fri",16,"1415"
"N17",2016,"July","Fri",17,"1473"
"N17",2016,"July","Fri",18,"1490"
"N17",2016,"July","Fri",19,"1273"
"N17",2016,"July","Fri",20,"1236"
"N17",2016,"July","Fri",21,"1123"
"N17",2016,"July","Fri",22,"780"
"N17",2016,"July","Fri",23,"514"
"N17",2016,"July","Sat",0,"344"
"N17",2016,"July","Sat",1,"249"
"N17",2016,"July","Sat",2,"247"
"N17",2016,"July","Sat",3,"219"
"N17",2016,"July","Sat",4,"178"
"N17",2016,"July","Sat",5,"161"
"N17",2016,"July","Sat",6,"257"
"N17",2016,"July","Sat",7,"431"
"N17",2016,"July","Sat",8,"725"
"N17",2016,"July","Sat",9,"973"
"N17",2016,"July","Sat",10,"1171"
"N17",2016,"July","Sat",11,"1560"
"N17",2016,"July","Sat",12,"1678"
"N17",2016,"July","Sat",13,"1683"
"N17",2016,"July","Sat",14,"1554"
"N17",2016,"July","Sat",15,"1496"
"N17",2016,"July","Sat",16,"1349"
"N17",2016,"July","Sat",17,"1371"
"N17",2016,"July","Sat",18,"1408"
"N17",2016,"July","Sat",19,"1182"
"N17",2016,"July","Sat",20,"1053"
"N17",2016,"July","Sat",21,"838"
"N17",2016,"July","Sat",22,"612"
"N17",2016,"July","Sat",23,"410"
"N17",2016,"July","Sun",0,"262"
"N17",2016,"July","Sun",1,"218"
"N17",2016,"July","Sun",2,"191"
"N17",2016,"July","Sun",3,"160"
"N17",2016,"July","Sun",4,"124"
"N17",2016,"July","Sun",5,"93"
"N17",2016,"July","Sun",6,"172"
"N17",2016,"July","Sun",7,"297"
"N17",2016,"July","Sun",8,"489"
"N17",2016,"July","Sun",9,"750"
"N17",2016,"July","Sun",10,"1029"
"N17",2016,"July","Sun",11,"1274"
"N17",2016,"July","Sun",12,"1498"
"N17",2016,"July","Sun",13,"1594"
"N17",2016,"July","Sun",14,"1388"
"N17",2016,"July","Sun",15,"1303"
"N17",2016,"July","Sun",16,"1264"
"N17",2016,"July","Sun",17,"1244"
"N17",2016,"July","Sun",18,"1523"
"N17",2016,"July","Sun",19,"1353"
"N17",2016,"July","Sun",20,"1133"
"N17",2016,"July","Sun",21,"914"
"N17",2016,"July","Sun",22,"577"
"N17",2016,"July","Sun",23,"379"
"N17",2016,"August","Mon",0,"216"
"N17",2016,"August","Mon",1,"160"
"N17",2016,"August","Mon",2,"141"
"N17",2016,"August","Mon",3,"136"
"N17",2016,"August","Mon",4,"116"
"N17",2016,"August","Mon",5,"88"
"N17",2016,"August","Mon",6,"193"
"N17",2016,"August","Mon",7,"304"
"N17",2016,"August","Mon",8,"387"
"N17",2016,"August","Mon",9,"509"
"N17",2016,"August","Mon",10,"802"
"N17",2016,"August","Mon",11,"1191"
"N17",2016,"August","Mon",12,"1348"
"N17",2016,"August","Mon",13,"1458"
"N17",2016,"August","Mon",14,"1501"
"N17",2016,"August","Mon",15,"1537"
"N17",2016,"August","Mon",16,"1511"
"N17",2016,"August","Mon",17,"1522"
"N17",2016,"August","Mon",18,"1578"
"N17",2016,"August","Mon",19,"1403"
"N17",2016,"August","Mon",20,"1155"
"N17",2016,"August","Mon",21,"894"
"N17",2016,"August","Mon",22,"526"
"N17",2016,"August","Mon",23,"299"
"N17",2016,"August","Tue",0,"134"
"N17",2016,"August","Tue",1,"80"
"N17",2016,"August","Tue",2,"64"
"N17",2016,"August","Tue",3,"66"
"N17",2016,"August","Tue",4,"103"
"N17",2016,"August","Tue",5,"295"
"N17",2016,"August","Tue",6,"857"
"N17",2016,"August","Tue",7,"1372"
"N17",2016,"August","Tue",8,"1333"
"N17",2016,"August","Tue",9,"1137"
"N17",2016,"August","Tue",10,"1296"
"N17",2016,"August","Tue",11,"1438"
"N17",2016,"August","Tue",12,"1465"
"N17",2016,"August","Tue",13,"1408"
"N17",2016,"August","Tue",14,"1460"
"N17",2016,"August","Tue",15,"1471"
"N17",2016,"August","Tue",16,"1648"
"N17",2016,"August","Tue",17,"1730"
"N17",2016,"August","Tue",18,"1667"
"N17",2016,"August","Tue",19,"1230"
"N17",2016,"August","Tue",20,"985"
"N17",2016,"August","Tue",21,"775"
"N17",2016,"August","Tue",22,"509"
"N17",2016,"August","Tue",23,"325"
"N17",2016,"August","Wed",0,"181"
"N17",2016,"August","Wed",1,"94"
"N17",2016,"August","Wed",2,"85"
"N17",2016,"August","Wed",3,"61"
"N17",2016,"August","Wed",4,"78"
"N17",2016,"August","Wed",5,"248"
"N17",2016,"August","Wed",6,"813"
"N17",2016,"August","Wed",7,"1261"
"N17",2016,"August","Wed",8,"1366"
"N17",2016,"August","Wed",9,"1137"
"N17",2016,"August","Wed",10,"1227"
"N17",2016,"August","Wed",11,"1395"
"N17",2016,"August","Wed",12,"1408"
"N17",2016,"August","Wed",13,"1507"
"N17",2016,"August","Wed",14,"1514"
"N17",2016,"August","Wed",15,"1524"
"N17",2016,"August","Wed",16,"1597"
"N17",2016,"August","Wed",17,"1727"
"N17",2016,"August","Wed",18,"1689"
"N17",2016,"August","Wed",19,"1396"
"N17",2016,"August","Wed",20,"993"
"N17",2016,"August","Wed",21,"782"
"N17",2016,"August","Wed",22,"551"
"N17",2016,"August","Wed",23,"346"
"N17",2016,"August","Thu",0,"190"
"N17",2016,"August","Thu",1,"88"
"N17",2016,"August","Thu",2,"90"
"N17",2016,"August","Thu",3,"88"
"N17",2016,"August","Thu",4,"85"
"N17",2016,"August","Thu",5,"268"
"N17",2016,"August","Thu",6,"828"
"N17",2016,"August","Thu",7,"1282"
"N17",2016,"August","Thu",8,"1351"
"N17",2016,"August","Thu",9,"1128"
"N17",2016,"August","Thu",10,"1274"
"N17",2016,"August","Thu",11,"1361"
"N17",2016,"August","Thu",12,"1452"
"N17",2016,"August","Thu",13,"1488"
"N17",2016,"August","Thu",14,"1484"
"N17",2016,"August","Thu",15,"1560"
"N17",2016,"August","Thu",16,"1671"
"N17",2016,"August","Thu",17,"1744"
"N17",2016,"August","Thu",18,"1719"
"N17",2016,"August","Thu",19,"1479"
"N17",2016,"August","Thu",20,"1219"
"N17",2016,"August","Thu",21,"897"
"N17",2016,"August","Thu",22,"680"
"N17",2016,"August","Thu",23,"392"
"N17",2016,"August","Fri",0,"215"
"N17",2016,"August","Fri",1,"106"
"N17",2016,"August","Fri",2,"102"
"N17",2016,"August","Fri",3,"74"
"N17",2016,"August","Fri",4,"96"
"N17",2016,"August","Fri",5,"235"
"N17",2016,"August","Fri",6,"826"
"N17",2016,"August","Fri",7,"1246"
"N17",2016,"August","Fri",8,"1291"
"N17",2016,"August","Fri",9,"1148"
"N17",2016,"August","Fri",10,"1268"
"N17",2016,"August","Fri",11,"1420"
"N17",2016,"August","Fri",12,"1569"
"N17",2016,"August","Fri",13,"1628"
"N17",2016,"August","Fri",14,"1558"
"N17",2016,"August","Fri",15,"1636"
"N17",2016,"August","Fri",16,"1686"
"N17",2016,"August","Fri",17,"1679"
"N17",2016,"August","Fri",18,"1803"
"N17",2016,"August","Fri",19,"1663"
"N17",2016,"August","Fri",20,"1386"
"N17",2016,"August","Fri",21,"948"
"N17",2016,"August","Fri",22,"805"
"N17",2016,"August","Fri",23,"439"
"N17",2016,"August","Sat",0,"240"
"N17",2016,"August","Sat",1,"170"
"N17",2016,"August","Sat",2,"121"
"N17",2016,"August","Sat",3,"108"
"N17",2016,"August","Sat",4,"76"
"N17",2016,"August","Sat",5,"112"
"N17",2016,"August","Sat",6,"307"
"N17",2016,"August","Sat",7,"511"
"N17",2016,"August","Sat",8,"756"
"N17",2016,"August","Sat",9,"1067"
"N17",2016,"August","Sat",10,"1358"
"N17",2016,"August","Sat",11,"1487"
"N17",2016,"August","Sat",12,"1393"
"N17",2016,"August","Sat",13,"1572"
"N17",2016,"August","Sat",14,"1526"
"N17",2016,"August","Sat",15,"1465"
"N17",2016,"August","Sat",16,"1431"
"N17",2016,"August","Sat",17,"1463"
"N17",2016,"August","Sat",18,"1376"
"N17",2016,"August","Sat",19,"1123"
"N17",2016,"August","Sat",20,"1077"
"N17",2016,"August","Sat",21,"854"
"N17",2016,"August","Sat",22,"587"
"N17",2016,"August","Sat",23,"392"
"N17",2016,"August","Sun",0,"266"
"N17",2016,"August","Sun",1,"197"
"N17",2016,"August","Sun",2,"154"
"N17",2016,"August","Sun",3,"120"
"N17",2016,"August","Sun",4,"79"
"N17",2016,"August","Sun",5,"75"
"N17",2016,"August","Sun",6,"145"
"N17",2016,"August","Sun",7,"278"
"N17",2016,"August","Sun",8,"352"
"N17",2016,"August","Sun",9,"611"
"N17",2016,"August","Sun",10,"908"
"N17",2016,"August","Sun",11,"1197"
"N17",2016,"August","Sun",12,"1434"
"N17",2016,"August","Sun",13,"1528"
"N17",2016,"August","Sun",14,"1551"
"N17",2016,"August","Sun",15,"1498"
"N17",2016,"August","Sun",16,"1381"
"N17",2016,"August","Sun",17,"1407"
"N17",2016,"August","Sun",18,"1603"
"N17",2016,"August","Sun",19,"1417"
"N17",2016,"August","Sun",20,"1213"
"N17",2016,"August","Sun",21,"833"
"N17",2016,"August","Sun",22,"526"
"N17",2016,"August","Sun",23,"308"
"N17",2016,"August","Mon",0,"153"
"N17",2016,"August","Mon",1,"84"
"N17",2016,"August","Mon",2,"56"
"N17",2016,"August","Mon",3,"63"
"N17",2016,"August","Mon",4,"100"
"N17",2016,"August","Mon",5,"311"
"N17",2016,"August","Mon",6,"1024"
"N17",2016,"August","Mon",7,"1467"
"N17",2016,"August","Mon",8,"1344"
"N17",2016,"August","Mon",9,"1073"
"N17",2016,"August","Mon",10,"1211"
"N17",2016,"August","Mon",11,"1315"
"N17",2016,"August","Mon",12,"1426"
"N17",2016,"August","Mon",13,"1455"
"N17",2016,"August","Mon",14,"1481"
"N17",2016,"August","Mon",15,"1678"
"N17",2016,"August","Mon",16,"1661"
"N17",2016,"August","Mon",17,"1702"
"N17",2016,"August","Mon",18,"1782"
"N17",2016,"August","Mon",19,"1441"
"N17",2016,"August","Mon",20,"1008"
"N17",2016,"August","Mon",21,"839"
"N17",2016,"August","Mon",22,"561"
"N17",2016,"August","Mon",23,"375"
"N17",2016,"August","Tue",0,"215"
"N17",2016,"August","Tue",1,"110"
"N17",2016,"August","Tue",2,"78"
"N17",2016,"August","Tue",3,"70"
"N17",2016,"August","Tue",4,"100"
"N17",2016,"August","Tue",5,"334"
"N17",2016,"August","Tue",6,"1009"
"N17",2016,"August","Tue",7,"1453"
"N17",2016,"August","Tue",8,"1353"
"N17",2016,"August","Tue",9,"1132"
"N17",2016,"August","Tue",10,"1275"
"N17",2016,"August","Tue",11,"1385"
"N17",2016,"August","Tue",12,"1370"
"N17",2016,"August","Tue",13,"1354"
"N17",2016,"August","Tue",14,"1439"
"N17",2016,"August","Tue",15,"1605"
"N17",2016,"August","Tue",16,"1588"
"N17",2016,"August","Tue",17,"1707"
"N17",2016,"August","Tue",18,"1704"
"N17",2016,"August","Tue",19,"1366"
"N17",2016,"August","Tue",20,"949"
"N17",2016,"August","Tue",21,"830"
"N17",2016,"August","Tue",22,"562"
"N17",2016,"August","Tue",23,"400"
"N17",2016,"August","Wed",0,"202"
"N17",2016,"August","Wed",1,"114"
"N17",2016,"August","Wed",2,"84"
"N17",2016,"August","Wed",3,"80"
"N17",2016,"August","Wed",4,"112"
"N17",2016,"August","Wed",5,"295"
"N17",2016,"August","Wed",6,"942"
"N17",2016,"August","Wed",7,"1334"
"N17",2016,"August","Wed",8,"1372"
"N17",2016,"August","Wed",9,"1119"
"N17",2016,"August","Wed",10,"1278"
"N17",2016,"August","Wed",11,"1305"
"N17",2016,"August","Wed",12,"1396"
"N17",2016,"August","Wed",13,"1434"
"N17",2016,"August","Wed",14,"1555"
"N17",2016,"August","Wed",15,"1551"
"N17",2016,"August","Wed",16,"1660"
"N17",2016,"August","Wed",17,"1782"
"N17",2016,"August","Wed",18,"1703"
"N17",2016,"August","Wed",19,"1438"
"N17",2016,"August","Wed",20,"1116"
"N17",2016,"August","Wed",21,"872"
"N17",2016,"August","Wed",22,"597"
"N17",2016,"August","Wed",23,"446"
"N17",2016,"August","Thu",0,"208"
"N17",2016,"August","Thu",1,"120"
"N17",2016,"August","Thu",2,"98"
"N17",2016,"August","Thu",3,"61"
"N17",2016,"August","Thu",4,"97"
"N17",2016,"August","Thu",5,"306"
"N17",2016,"August","Thu",6,"979"
"N17",2016,"August","Thu",7,"1460"
"N17",2016,"August","Thu",8,"1340"
"N17",2016,"August","Thu",9,"1179"
"N17",2016,"August","Thu",10,"1287"
"N17",2016,"August","Thu",11,"1350"
"N17",2016,"August","Thu",12,"1362"
"N17",2016,"August","Thu",13,"1359"
"N17",2016,"August","Thu",14,"1510"
"N17",2016,"August","Thu",15,"1522"
"N17",2016,"August","Thu",16,"1628"
"N17",2016,"August","Thu",17,"1724"
"N17",2016,"August","Thu",18,"1781"
"N17",2016,"August","Thu",19,"1444"
"N17",2016,"August","Thu",20,"1138"
"N17",2016,"August","Thu",21,"849"
"N17",2016,"August","Thu",22,"596"
"N17",2016,"August","Thu",23,"431"
"N17",2016,"August","Fri",0,"219"
"N17",2016,"August","Fri",1,"128"
"N17",2016,"August","Fri",2,"120"
"N17",2016,"August","Fri",3,"71"
"N17",2016,"August","Fri",4,"103"
"N17",2016,"August","Fri",5,"306"
"N17",2016,"August","Fri",6,"910"
"N17",2016,"August","Fri",7,"1415"
"N17",2016,"August","Fri",8,"1352"
"N17",2016,"August","Fri",9,"1144"
"N17",2016,"August","Fri",10,"1252"
"N17",2016,"August","Fri",11,"1480"
"N17",2016,"August","Fri",12,"1657"
"N17",2016,"August","Fri",13,"1653"
"N17",2016,"August","Fri",14,"1598"
"N17",2016,"August","Fri",15,"1691"
"N17",2016,"August","Fri",16,"1676"
"N17",2016,"August","Fri",17,"1645"
"N17",2016,"August","Fri",18,"1701"
"N17",2016,"August","Fri",19,"1563"
"N17",2016,"August","Fri",20,"1236"
"N17",2016,"August","Fri",21,"959"
"N17",2016,"August","Fri",22,"639"
"N17",2016,"August","Fri",23,"445"
"N17",2016,"August","Sat",0,"252"
"N17",2016,"August","Sat",1,"205"
"N17",2016,"August","Sat",2,"155"
"N17",2016,"August","Sat",3,"108"
"N17",2016,"August","Sat",4,"73"
"N17",2016,"August","Sat",5,"175"
"N17",2016,"August","Sat",6,"298"
"N17",2016,"August","Sat",7,"585"
"N17",2016,"August","Sat",8,"783"
"N17",2016,"August","Sat",9,"1076"
"N17",2016,"August","Sat",10,"1327"
"N17",2016,"August","Sat",11,"1518"
"N17",2016,"August","Sat",12,"1567"
"N17",2016,"August","Sat",13,"1639"
"N17",2016,"August","Sat",14,"1567"
"N17",2016,"August","Sat",15,"1511"
"N17",2016,"August","Sat",16,"1571"
"N17",2016,"August","Sat",17,"1500"
"N17",2016,"August","Sat",18,"1405"
"N17",2016,"August","Sat",19,"1225"
"N17",2016,"August","Sat",20,"939"
"N17",2016,"August","Sat",21,"727"
"N17",2016,"August","Sat",22,"469"
"N17",2016,"August","Sat",23,"409"
"N17",2016,"August","Sun",0,"219"
"N17",2016,"August","Sun",1,"173"
"N17",2016,"August","Sun",2,"159"
"N17",2016,"August","Sun",3,"125"
"N17",2016,"August","Sun",4,"92"
"N17",2016,"August","Sun",5,"97"
"N17",2016,"August","Sun",6,"166"
"N17",2016,"August","Sun",7,"335"
"N17",2016,"August","Sun",8,"512"
"N17",2016,"August","Sun",9,"661"
"N17",2016,"August","Sun",10,"933"
"N17",2016,"August","Sun",11,"1117"
"N17",2016,"August","Sun",12,"1433"
"N17",2016,"August","Sun",13,"1527"
"N17",2016,"August","Sun",14,"1434"
"N17",2016,"August","Sun",15,"1303"
"N17",2016,"August","Sun",16,"1079"
"N17",2016,"August","Sun",17,"1341"
"N17",2016,"August","Sun",18,"1533"
"N17",2016,"August","Sun",19,"1448"
"N17",2016,"August","Sun",20,"1220"
"N17",2016,"August","Sun",21,"983"
"N17",2016,"August","Sun",22,"564"
"N17",2016,"August","Sun",23,"354"
"N17",2016,"August","Mon",0,"168"
"N17",2016,"August","Mon",1,"106"
"N17",2016,"August","Mon",2,"75"
"N17",2016,"August","Mon",3,"81"
"N17",2016,"August","Mon",4,"105"
"N17",2016,"August","Mon",5,"328"
"N17",2016,"August","Mon",6,"1035"
"N17",2016,"August","Mon",7,"1430"
"N17",2016,"August","Mon",8,"1330"
"N17",2016,"August","Mon",9,"1183"
"N17",2016,"August","Mon",10,"1258"
"N17",2016,"August","Mon",11,"1339"
"N17",2016,"August","Mon",12,"1470"
"N17",2016,"August","Mon",13,"1489"
"N17",2016,"August","Mon",14,"1600"
"N17",2016,"August","Mon",15,"1624"
